"","dateheure","temperature","date","heure","annee","mois","jour"
"1621",2019-06-20 12:00:00,21.9,2019-06-20,12,2019,6,20
"1622",2019-06-20 15:00:00,22.4,2019-06-20,15,2019,6,20
"1623",2019-06-20 18:00:00,19.7,2019-06-20,18,2019,6,20
"1624",2019-06-20 21:00:00,16,2019-06-20,21,2019,6,20
"1626",2019-06-21 00:00:00,15.2,2019-06-21,0,2019,6,21
"1627",2019-06-21 03:00:00,14.8,2019-06-21,3,2019,6,21
"1628",2019-06-21 06:00:00,14.3,2019-06-21,6,2019,6,21
"1629",2019-06-21 09:00:00,16.5,2019-06-21,9,2019,6,21
"1630",2019-06-21 12:00:00,16.5,2019-06-21,12,2019,6,21
"1631",2019-06-21 15:00:00,17.9,2019-06-21,15,2019,6,21
"1632",2019-06-21 18:00:00,17.9,2019-06-21,18,2019,6,21
"1633",2019-06-21 21:00:00,16.1,2019-06-21,21,2019,6,21
"1636",2019-06-22 00:00:00,14,2019-06-22,0,2019,6,22
"1637",2019-06-22 03:00:00,11.9,2019-06-22,3,2019,6,22
"1638",2019-06-22 06:00:00,12.7,2019-06-22,6,2019,6,22
"1639",2019-06-22 09:00:00,20.6,2019-06-22,9,2019,6,22
"1640",2019-06-22 12:00:00,22.9,2019-06-22,12,2019,6,22
"1641",2019-06-22 15:00:00,24.8,2019-06-22,15,2019,6,22
"1642",2019-06-22 18:00:00,23.5,2019-06-22,18,2019,6,22
"1643",2019-06-22 21:00:00,21,2019-06-22,21,2019,6,22
"1645",2019-06-23 00:00:00,18.4,2019-06-23,0,2019,6,23
"1646",2019-06-23 03:00:00,17.5,2019-06-23,3,2019,6,23
"1647",2019-06-23 06:00:00,18.4,2019-06-23,6,2019,6,23
"1648",2019-06-23 09:00:00,22.8,2019-06-23,9,2019,6,23
"1649",2019-06-23 12:00:00,30.5,2019-06-23,12,2019,6,23
"1650",2019-06-23 15:00:00,29.9,2019-06-23,15,2019,6,23
"1651",2019-06-23 18:00:00,28.4,2019-06-23,18,2019,6,23
"1652",2019-06-23 21:00:00,23,2019-06-23,21,2019,6,23
"1655",2019-06-24 00:00:00,20.4,2019-06-24,0,2019,6,24
"1656",2019-06-24 03:00:00,19.5,2019-06-24,3,2019,6,24
"1657",2019-06-24 06:00:00,20.7,2019-06-24,6,2019,6,24
"1658",2019-06-24 09:00:00,24.4,2019-06-24,9,2019,6,24
"1659",2019-06-24 12:00:00,29.5,2019-06-24,12,2019,6,24
"1660",2019-06-24 15:00:00,28.7,2019-06-24,15,2019,6,24
"1661",2019-06-24 18:00:00,28.3,2019-06-24,18,2019,6,24
"1662",2019-06-24 21:00:00,22.1,2019-06-24,21,2019,6,24
"1664",2019-06-25 00:00:00,20.1,2019-06-25,0,2019,6,25
"1665",2019-06-25 03:00:00,19.1,2019-06-25,3,2019,6,25
"1666",2019-06-25 06:00:00,19,2019-06-25,6,2019,6,25
"1667",2019-06-25 09:00:00,21.1,2019-06-25,9,2019,6,25
"1668",2019-06-25 12:00:00,25.7,2019-06-25,12,2019,6,25
"1669",2019-06-25 15:00:00,28.5,2019-06-25,15,2019,6,25
"1670",2019-06-25 18:00:00,28.4,2019-06-25,18,2019,6,25
"1671",2019-06-25 21:00:00,24.1,2019-06-25,21,2019,6,25
"1674",2019-06-26 00:00:00,21.9,2019-06-26,0,2019,6,26
"1675",2019-06-26 03:00:00,19.3,2019-06-26,3,2019,6,26
"1676",2019-06-26 06:00:00,22.5,2019-06-26,6,2019,6,26
"1677",2019-06-26 09:00:00,26.4,2019-06-26,9,2019,6,26
"1678",2019-06-26 12:00:00,32,2019-06-26,12,2019,6,26
"1679",2019-06-26 15:00:00,35.4,2019-06-26,15,2019,6,26
"1680",2019-06-26 18:00:00,36.9,2019-06-26,18,2019,6,26
"1681",2019-06-26 21:00:00,31.2,2019-06-26,21,2019,6,26
"1683",2019-06-27 00:00:00,27.5,2019-06-27,0,2019,6,27
"1684",2019-06-27 03:00:00,22.3,2019-06-27,3,2019,6,27
"1685",2019-06-27 06:00:00,20,2019-06-27,6,2019,6,27
"1686",2019-06-27 09:00:00,25.9,2019-06-27,9,2019,6,27
"1687",2019-06-27 12:00:00,33.6,2019-06-27,12,2019,6,27
"1688",2019-06-27 15:00:00,37.1,2019-06-27,15,2019,6,27
"1689",2019-06-27 18:00:00,35.9,2019-06-27,18,2019,6,27
"1690",2019-06-27 21:00:00,30.9,2019-06-27,21,2019,6,27
"1693",2019-06-28 00:00:00,28.1,2019-06-28,0,2019,6,28
"1694",2019-06-28 03:00:00,19.7,2019-06-28,3,2019,6,28
"1695",2019-06-28 06:00:00,18.5,2019-06-28,6,2019,6,28
"1696",2019-06-28 09:00:00,18.9,2019-06-28,9,2019,6,28
"1697",2019-06-28 12:00:00,22,2019-06-28,12,2019,6,28
"1698",2019-06-28 15:00:00,27.3,2019-06-28,15,2019,6,28
"1699",2019-06-28 18:00:00,27.3,2019-06-28,18,2019,6,28
"1700",2019-06-28 21:00:00,20.4,2019-06-28,21,2019,6,28
"1702",2019-06-29 00:00:00,18.8,2019-06-29,0,2019,6,29
"1703",2019-06-29 03:00:00,18.8,2019-06-29,3,2019,6,29
"1704",2019-06-29 06:00:00,18.7,2019-06-29,6,2019,6,29
"1705",2019-06-29 09:00:00,25.7,2019-06-29,9,2019,6,29
"1706",2019-06-29 12:00:00,28.8,2019-06-29,12,2019,6,29
"1707",2019-06-29 15:00:00,27.1,2019-06-29,15,2019,6,29
"1708",2019-06-29 18:00:00,20.2,2019-06-29,18,2019,6,29
"1709",2019-06-29 21:00:00,19.1,2019-06-29,21,2019,6,29
"1712",2019-06-30 00:00:00,18.6,2019-06-30,0,2019,6,30
"1713",2019-06-30 03:00:00,18.1,2019-06-30,3,2019,6,30
"1714",2019-06-30 06:00:00,18.3,2019-06-30,6,2019,6,30
"1715",2019-06-30 09:00:00,19.4,2019-06-30,9,2019,6,30
"1716",2019-06-30 12:00:00,22.4,2019-06-30,12,2019,6,30
"1717",2019-06-30 15:00:00,26.2,2019-06-30,15,2019,6,30
"1718",2019-06-30 18:00:00,22.6,2019-06-30,18,2019,6,30
"1719",2019-06-30 21:00:00,21.2,2019-06-30,21,2019,6,30
"1721",2019-07-01 00:00:00,19.8,2019-07-01,0,2019,7,1
"1722",2019-07-01 03:00:00,18.9,2019-07-01,3,2019,7,1
"1723",2019-07-01 06:00:00,19.5,2019-07-01,6,2019,7,1
"1724",2019-07-01 09:00:00,21.6,2019-07-01,9,2019,7,1
"1725",2019-07-01 12:00:00,23.5,2019-07-01,12,2019,7,1
"1726",2019-07-01 15:00:00,23.3,2019-07-01,15,2019,7,1
"1727",2019-07-01 18:00:00,23.4,2019-07-01,18,2019,7,1
"1728",2019-07-01 21:00:00,20.3,2019-07-01,21,2019,7,1
"1731",2019-07-02 00:00:00,19.4,2019-07-02,0,2019,7,2
"1732",2019-07-02 03:00:00,18.5,2019-07-02,3,2019,7,2
"1733",2019-07-02 06:00:00,18.8,2019-07-02,6,2019,7,2
"1734",2019-07-02 09:00:00,21.3,2019-07-02,9,2019,7,2
"1735",2019-07-02 12:00:00,24.4,2019-07-02,12,2019,7,2
"1736",2019-07-02 15:00:00,24.7,2019-07-02,15,2019,7,2
"1737",2019-07-02 18:00:00,24.2,2019-07-02,18,2019,7,2
"1738",2019-07-02 21:00:00,20,2019-07-02,21,2019,7,2
"1740",2019-07-03 00:00:00,18.6,2019-07-03,0,2019,7,3
"1741",2019-07-03 03:00:00,20.2,2019-07-03,3,2019,7,3
"1742",2019-07-03 06:00:00,20.8,2019-07-03,6,2019,7,3
"1743",2019-07-03 09:00:00,26.4,2019-07-03,9,2019,7,3
"1744",2019-07-03 12:00:00,29.6,2019-07-03,12,2019,7,3
"1745",2019-07-03 15:00:00,31,2019-07-03,15,2019,7,3
"1746",2019-07-03 18:00:00,31.2,2019-07-03,18,2019,7,3
"1747",2019-07-03 21:00:00,27,2019-07-03,21,2019,7,3
"1750",2019-07-04 00:00:00,23.6,2019-07-04,0,2019,7,4
"1751",2019-07-04 03:00:00,21.3,2019-07-04,3,2019,7,4
"1752",2019-07-04 06:00:00,22.2,2019-07-04,6,2019,7,4
"1753",2019-07-04 09:00:00,27.9,2019-07-04,9,2019,7,4
"1754",2019-07-04 12:00:00,32.6,2019-07-04,12,2019,7,4
"1755",2019-07-04 15:00:00,34.7,2019-07-04,15,2019,7,4
"1756",2019-07-04 18:00:00,33.6,2019-07-04,18,2019,7,4
"1757",2019-07-04 21:00:00,29.6,2019-07-04,21,2019,7,4
"1759",2019-07-05 00:00:00,26.4,2019-07-05,0,2019,7,5
"1760",2019-07-05 03:00:00,23.6,2019-07-05,3,2019,7,5
"1761",2019-07-05 06:00:00,24.8,2019-07-05,6,2019,7,5
"1762",2019-07-05 09:00:00,29.7,2019-07-05,9,2019,7,5
"1763",2019-07-05 12:00:00,32.9,2019-07-05,12,2019,7,5
"1764",2019-07-05 15:00:00,32.5,2019-07-05,15,2019,7,5
"1765",2019-07-05 18:00:00,30.6,2019-07-05,18,2019,7,5
"1766",2019-07-05 21:00:00,26.6,2019-07-05,21,2019,7,5
"1769",2019-07-06 00:00:00,24,2019-07-06,0,2019,7,6
"1770",2019-07-06 03:00:00,20.2,2019-07-06,3,2019,7,6
"1771",2019-07-06 06:00:00,20.1,2019-07-06,6,2019,7,6
"1772",2019-07-06 09:00:00,25.3,2019-07-06,9,2019,7,6
"1773",2019-07-06 12:00:00,28.6,2019-07-06,12,2019,7,6
"1774",2019-07-06 15:00:00,29.5,2019-07-06,15,2019,7,6
"1775",2019-07-06 18:00:00,28.2,2019-07-06,18,2019,7,6
"1776",2019-07-06 21:00:00,21.2,2019-07-06,21,2019,7,6
"1778",2019-07-07 00:00:00,19.3,2019-07-07,0,2019,7,7
"1779",2019-07-07 03:00:00,18.6,2019-07-07,3,2019,7,7
"1780",2019-07-07 06:00:00,19,2019-07-07,6,2019,7,7
"1781",2019-07-07 09:00:00,21.5,2019-07-07,9,2019,7,7
"1782",2019-07-07 12:00:00,26.3,2019-07-07,12,2019,7,7
"1783",2019-07-07 15:00:00,28.3,2019-07-07,15,2019,7,7
"1784",2019-07-07 18:00:00,25.8,2019-07-07,18,2019,7,7
"1785",2019-07-07 21:00:00,19.6,2019-07-07,21,2019,7,7
"1788",2019-07-08 00:00:00,18,2019-07-08,0,2019,7,8
"1789",2019-07-08 03:00:00,17.2,2019-07-08,3,2019,7,8
"1790",2019-07-08 06:00:00,17.8,2019-07-08,6,2019,7,8
"1791",2019-07-08 09:00:00,24,2019-07-08,9,2019,7,8
"1792",2019-07-08 12:00:00,29.1,2019-07-08,12,2019,7,8
"1793",2019-07-08 15:00:00,30.8,2019-07-08,15,2019,7,8
"1794",2019-07-08 18:00:00,28.8,2019-07-08,18,2019,7,8
"1795",2019-07-08 21:00:00,23.7,2019-07-08,21,2019,7,8
"1797",2019-07-09 00:00:00,23.8,2019-07-09,0,2019,7,9
"1798",2019-07-09 03:00:00,21.3,2019-07-09,3,2019,7,9
"1799",2019-07-09 06:00:00,19.8,2019-07-09,6,2019,7,9
"1800",2019-07-09 09:00:00,22.6,2019-07-09,9,2019,7,9
"1801",2019-07-09 12:00:00,25.7,2019-07-09,12,2019,7,9
"1802",2019-07-09 15:00:00,28.1,2019-07-09,15,2019,7,9
"1803",2019-07-09 18:00:00,28.1,2019-07-09,18,2019,7,9
"1804",2019-07-09 21:00:00,25.3,2019-07-09,21,2019,7,9
"1807",2019-07-10 00:00:00,21,2019-07-10,0,2019,7,10
"1808",2019-07-10 03:00:00,18,2019-07-10,3,2019,7,10
"1809",2019-07-10 06:00:00,19.5,2019-07-10,6,2019,7,10
"1810",2019-07-10 09:00:00,24.5,2019-07-10,9,2019,7,10
"1811",2019-07-10 12:00:00,28.1,2019-07-10,12,2019,7,10
"1812",2019-07-10 15:00:00,30.4,2019-07-10,15,2019,7,10
"1813",2019-07-10 18:00:00,29.9,2019-07-10,18,2019,7,10
"1814",2019-07-10 21:00:00,22.8,2019-07-10,21,2019,7,10
"1816",2019-07-11 00:00:00,20,2019-07-11,0,2019,7,11
"1817",2019-07-11 03:00:00,17.3,2019-07-11,3,2019,7,11
"1818",2019-07-11 06:00:00,17.4,2019-07-11,6,2019,7,11
"1819",2019-07-11 09:00:00,26.8,2019-07-11,9,2019,7,11
"1820",2019-07-11 12:00:00,30,2019-07-11,12,2019,7,11
"1821",2019-07-11 15:00:00,30.3,2019-07-11,15,2019,7,11
"1822",2019-07-11 18:00:00,26.7,2019-07-11,18,2019,7,11
"1823",2019-07-11 21:00:00,21.4,2019-07-11,21,2019,7,11
"1826",2019-07-12 00:00:00,18.3,2019-07-12,0,2019,7,12
"1827",2019-07-12 03:00:00,16.9,2019-07-12,3,2019,7,12
"1828",2019-07-12 06:00:00,19,2019-07-12,6,2019,7,12
"1829",2019-07-12 09:00:00,25.3,2019-07-12,9,2019,7,12
"1830",2019-07-12 12:00:00,29,2019-07-12,12,2019,7,12
"1831",2019-07-12 15:00:00,29.1,2019-07-12,15,2019,7,12
"1832",2019-07-12 18:00:00,26.8,2019-07-12,18,2019,7,12
"1833",2019-07-12 21:00:00,21.6,2019-07-12,21,2019,7,12
"1835",2019-07-13 00:00:00,19,2019-07-13,0,2019,7,13
"1836",2019-07-13 03:00:00,17.2,2019-07-13,3,2019,7,13
"1837",2019-07-13 06:00:00,18.2,2019-07-13,6,2019,7,13
"1838",2019-07-13 09:00:00,24,2019-07-13,9,2019,7,13
"1839",2019-07-13 12:00:00,28.2,2019-07-13,12,2019,7,13
"1840",2019-07-13 15:00:00,30,2019-07-13,15,2019,7,13
"1841",2019-07-13 18:00:00,29.2,2019-07-13,18,2019,7,13
"1842",2019-07-13 21:00:00,23.7,2019-07-13,21,2019,7,13
"1845",2019-07-14 00:00:00,19.4,2019-07-14,0,2019,7,14
"1846",2019-07-14 03:00:00,19,2019-07-14,3,2019,7,14
"1847",2019-07-14 06:00:00,19.8,2019-07-14,6,2019,7,14
"1848",2019-07-14 09:00:00,26.6,2019-07-14,9,2019,7,14
"1849",2019-07-14 12:00:00,28.5,2019-07-14,12,2019,7,14
"1850",2019-07-14 15:00:00,29.3,2019-07-14,15,2019,7,14
"1851",2019-07-14 18:00:00,28.3,2019-07-14,18,2019,7,14
"1852",2019-07-14 21:00:00,22.6,2019-07-14,21,2019,7,14
"1854",2019-07-15 00:00:00,20.6,2019-07-15,0,2019,7,15
"1855",2019-07-15 03:00:00,18.1,2019-07-15,3,2019,7,15
"1856",2019-07-15 06:00:00,18.5,2019-07-15,6,2019,7,15
"1857",2019-07-15 09:00:00,23,2019-07-15,9,2019,7,15
"1858",2019-07-15 12:00:00,26.3,2019-07-15,12,2019,7,15
"1859",2019-07-15 15:00:00,28.1,2019-07-15,15,2019,7,15
"1860",2019-07-15 18:00:00,27.1,2019-07-15,18,2019,7,15
"1861",2019-07-15 21:00:00,20.3,2019-07-15,21,2019,7,15
"1864",2019-07-16 00:00:00,16.5,2019-07-16,0,2019,7,16
"1865",2019-07-16 03:00:00,15.1,2019-07-16,3,2019,7,16
"1866",2019-07-16 06:00:00,17.6,2019-07-16,6,2019,7,16
"1867",2019-07-16 09:00:00,25.6,2019-07-16,9,2019,7,16
"1868",2019-07-16 12:00:00,29,2019-07-16,12,2019,7,16
"1869",2019-07-16 15:00:00,30.3,2019-07-16,15,2019,7,16
"1870",2019-07-16 18:00:00,27.7,2019-07-16,18,2019,7,16
"1871",2019-07-16 21:00:00,21.6,2019-07-16,21,2019,7,16
"1873",2019-07-17 00:00:00,18.2,2019-07-17,0,2019,7,17
"1874",2019-07-17 03:00:00,16.2,2019-07-17,3,2019,7,17
"1875",2019-07-17 06:00:00,17.1,2019-07-17,6,2019,7,17
"1876",2019-07-17 09:00:00,25.2,2019-07-17,9,2019,7,17
"1877",2019-07-17 12:00:00,27.8,2019-07-17,12,2019,7,17
"1878",2019-07-17 15:00:00,27.8,2019-07-17,15,2019,7,17
"1879",2019-07-17 18:00:00,24.3,2019-07-17,18,2019,7,17
"1880",2019-07-17 21:00:00,19,2019-07-17,21,2019,7,17
"1883",2019-07-18 00:00:00,16.7,2019-07-18,0,2019,7,18
"1884",2019-07-18 03:00:00,16,2019-07-18,3,2019,7,18
"1885",2019-07-18 06:00:00,16.9,2019-07-18,6,2019,7,18
"1886",2019-07-18 09:00:00,22.2,2019-07-18,9,2019,7,18
"1887",2019-07-18 12:00:00,25.2,2019-07-18,12,2019,7,18
"1888",2019-07-18 15:00:00,25.5,2019-07-18,15,2019,7,18
"1889",2019-07-18 18:00:00,23.8,2019-07-18,18,2019,7,18
"1890",2019-07-18 21:00:00,19.5,2019-07-18,21,2019,7,18
"1892",2019-07-19 00:00:00,16.8,2019-07-19,0,2019,7,19
"1893",2019-07-19 03:00:00,15.7,2019-07-19,3,2019,7,19
"1894",2019-07-19 06:00:00,16.7,2019-07-19,6,2019,7,19
"1895",2019-07-19 09:00:00,21.9,2019-07-19,9,2019,7,19
"1896",2019-07-19 12:00:00,26.4,2019-07-19,12,2019,7,19
"1897",2019-07-19 15:00:00,29,2019-07-19,15,2019,7,19
"1898",2019-07-19 18:00:00,29.6,2019-07-19,18,2019,7,19
"1899",2019-07-19 21:00:00,24.9,2019-07-19,21,2019,7,19
"1902",2019-07-20 00:00:00,19,2019-07-20,0,2019,7,20
"1903",2019-07-20 03:00:00,18.1,2019-07-20,3,2019,7,20
"1904",2019-07-20 06:00:00,19,2019-07-20,6,2019,7,20
"1905",2019-07-20 09:00:00,23,2019-07-20,9,2019,7,20
"1906",2019-07-20 12:00:00,26.6,2019-07-20,12,2019,7,20
"1907",2019-07-20 15:00:00,27.9,2019-07-20,15,2019,7,20
"1908",2019-07-20 18:00:00,25.5,2019-07-20,18,2019,7,20
"1909",2019-07-20 21:00:00,21.2,2019-07-20,21,2019,7,20
"1911",2019-07-21 00:00:00,19.4,2019-07-21,0,2019,7,21
"1912",2019-07-21 03:00:00,18.3,2019-07-21,3,2019,7,21
"1913",2019-07-21 06:00:00,19.1,2019-07-21,6,2019,7,21
"1914",2019-07-21 09:00:00,23.2,2019-07-21,9,2019,7,21
"1915",2019-07-21 12:00:00,27.8,2019-07-21,12,2019,7,21
"1916",2019-07-21 15:00:00,29.8,2019-07-21,15,2019,7,21
"1917",2019-07-21 18:00:00,28.2,2019-07-21,18,2019,7,21
"1918",2019-07-21 21:00:00,23.2,2019-07-21,21,2019,7,21
"1921",2019-07-22 00:00:00,19.7,2019-07-22,0,2019,7,22
"1922",2019-07-22 03:00:00,19.1,2019-07-22,3,2019,7,22
"1923",2019-07-22 06:00:00,20.7,2019-07-22,6,2019,7,22
"1924",2019-07-22 09:00:00,28.8,2019-07-22,9,2019,7,22
"1925",2019-07-22 12:00:00,32.9,2019-07-22,12,2019,7,22
"1926",2019-07-22 15:00:00,35.2,2019-07-22,15,2019,7,22
"1927",2019-07-22 18:00:00,35.2,2019-07-22,18,2019,7,22
"1928",2019-07-22 21:00:00,29.5,2019-07-22,21,2019,7,22
"1930",2019-07-23 00:00:00,26.9,2019-07-23,0,2019,7,23
"1931",2019-07-23 03:00:00,25.6,2019-07-23,3,2019,7,23
"1932",2019-07-23 06:00:00,25.2,2019-07-23,6,2019,7,23
"1933",2019-07-23 09:00:00,32,2019-07-23,9,2019,7,23
"1934",2019-07-23 12:00:00,39,2019-07-23,12,2019,7,23
"1935",2019-07-23 15:00:00,40.4,2019-07-23,15,2019,7,23
"1936",2019-07-23 18:00:00,37.2,2019-07-23,18,2019,7,23
"1937",2019-07-23 21:00:00,28,2019-07-23,21,2019,7,23
"1940",2019-07-24 00:00:00,23,2019-07-24,0,2019,7,24
"1941",2019-07-24 03:00:00,21.7,2019-07-24,3,2019,7,24
"1942",2019-07-24 06:00:00,21.9,2019-07-24,6,2019,7,24
"1943",2019-07-24 09:00:00,28,2019-07-24,9,2019,7,24
"1944",2019-07-24 12:00:00,34.6,2019-07-24,12,2019,7,24
"1945",2019-07-24 15:00:00,37.7,2019-07-24,15,2019,7,24
"1946",2019-07-24 18:00:00,36.8,2019-07-24,18,2019,7,24
"1947",2019-07-24 21:00:00,32.3,2019-07-24,21,2019,7,24
"1949",2019-07-25 00:00:00,28.8,2019-07-25,0,2019,7,25
"1950",2019-07-25 03:00:00,27.1,2019-07-25,3,2019,7,25
"1951",2019-07-25 06:00:00,25.8,2019-07-25,6,2019,7,25
"1952",2019-07-25 09:00:00,31.6,2019-07-25,9,2019,7,25
"1953",2019-07-25 12:00:00,31.1,2019-07-25,12,2019,7,25
"1954",2019-07-25 15:00:00,34.8,2019-07-25,15,2019,7,25
"1955",2019-07-25 18:00:00,29,2019-07-25,18,2019,7,25
"1956",2019-07-25 21:00:00,23.4,2019-07-25,21,2019,7,25
"1959",2019-07-26 00:00:00,21.3,2019-07-26,0,2019,7,26
"1960",2019-07-26 03:00:00,20.1,2019-07-26,3,2019,7,26
"1961",2019-07-26 06:00:00,20.7,2019-07-26,6,2019,7,26
"1962",2019-07-26 09:00:00,20.7,2019-07-26,9,2019,7,26
"1963",2019-07-26 12:00:00,23.6,2019-07-26,12,2019,7,26
"1964",2019-07-26 15:00:00,21.1,2019-07-26,15,2019,7,26
"1965",2019-07-26 18:00:00,19.2,2019-07-26,18,2019,7,26
"1966",2019-07-26 21:00:00,18.7,2019-07-26,21,2019,7,26
"1968",2019-07-27 00:00:00,18.2,2019-07-27,0,2019,7,27
"1969",2019-07-27 03:00:00,17.7,2019-07-27,3,2019,7,27
"1970",2019-07-27 06:00:00,17.2,2019-07-27,6,2019,7,27
"1971",2019-07-27 09:00:00,19.7,2019-07-27,9,2019,7,27
"1972",2019-07-27 12:00:00,18.2,2019-07-27,12,2019,7,27
"1973",2019-07-27 15:00:00,20.2,2019-07-27,15,2019,7,27
"1974",2019-07-27 18:00:00,20.8,2019-07-27,18,2019,7,27
"1975",2019-07-27 21:00:00,17.2,2019-07-27,21,2019,7,27
"1978",2019-07-28 00:00:00,15.4,2019-07-28,0,2019,7,28
"1979",2019-07-28 03:00:00,16.1,2019-07-28,3,2019,7,28
"1980",2019-07-28 06:00:00,16,2019-07-28,6,2019,7,28
"1981",2019-07-28 09:00:00,21,2019-07-28,9,2019,7,28
"1982",2019-07-28 12:00:00,23.6,2019-07-28,12,2019,7,28
"1983",2019-07-28 15:00:00,24.9,2019-07-28,15,2019,7,28
"1984",2019-07-28 18:00:00,22.7,2019-07-28,18,2019,7,28
"1985",2019-07-28 21:00:00,17.6,2019-07-28,21,2019,7,28
"1987",2019-07-29 00:00:00,14.5,2019-07-29,0,2019,7,29
"1988",2019-07-29 03:00:00,14.3,2019-07-29,3,2019,7,29
"1989",2019-07-29 06:00:00,16.6,2019-07-29,6,2019,7,29
"1990",2019-07-29 09:00:00,24.2,2019-07-29,9,2019,7,29
"1991",2019-07-29 12:00:00,28,2019-07-29,12,2019,7,29
"1992",2019-07-29 15:00:00,27.3,2019-07-29,15,2019,7,29
"1993",2019-07-29 18:00:00,23.1,2019-07-29,18,2019,7,29
"1994",2019-07-29 21:00:00,20.3,2019-07-29,21,2019,7,29
"1997",2019-07-30 00:00:00,18.8,2019-07-30,0,2019,7,30
"1998",2019-07-30 03:00:00,18.5,2019-07-30,3,2019,7,30
"1999",2019-07-30 06:00:00,17.4,2019-07-30,6,2019,7,30
"2000",2019-07-30 09:00:00,20,2019-07-30,9,2019,7,30
"2001",2019-07-30 12:00:00,22.7,2019-07-30,12,2019,7,30
"2002",2019-07-30 15:00:00,23.1,2019-07-30,15,2019,7,30
"2003",2019-07-30 18:00:00,20.8,2019-07-30,18,2019,7,30
"2004",2019-07-30 21:00:00,17.4,2019-07-30,21,2019,7,30
"2006",2019-07-31 00:00:00,14.3,2019-07-31,0,2019,7,31
"2007",2019-07-31 03:00:00,13.6,2019-07-31,3,2019,7,31
"2008",2019-07-31 06:00:00,15.3,2019-07-31,6,2019,7,31
"2009",2019-07-31 09:00:00,22.3,2019-07-31,9,2019,7,31
"2010",2019-07-31 12:00:00,23,2019-07-31,12,2019,7,31
"2011",2019-07-31 15:00:00,24.8,2019-07-31,15,2019,7,31
"2012",2019-07-31 18:00:00,24.2,2019-07-31,18,2019,7,31
"2013",2019-07-31 21:00:00,19.3,2019-07-31,21,2019,7,31
"2016",2019-08-01 00:00:00,17.9,2019-08-01,0,2019,8,1
"2017",2019-08-01 03:00:00,17.1,2019-08-01,3,2019,8,1
"2018",2019-08-01 06:00:00,17,2019-08-01,6,2019,8,1
"2019",2019-08-01 09:00:00,16,2019-08-01,9,2019,8,1
"2020",2019-08-01 12:00:00,22.4,2019-08-01,12,2019,8,1
"2021",2019-08-01 15:00:00,26.4,2019-08-01,15,2019,8,1
"2022",2019-08-01 18:00:00,23,2019-08-01,18,2019,8,1
"2023",2019-08-01 21:00:00,18.3,2019-08-01,21,2019,8,1
"2025",2019-08-02 00:00:00,17.1,2019-08-02,0,2019,8,2
"2026",2019-08-02 03:00:00,15.8,2019-08-02,3,2019,8,2
"2027",2019-08-02 06:00:00,16.6,2019-08-02,6,2019,8,2
"2028",2019-08-02 09:00:00,23.6,2019-08-02,9,2019,8,2
"2029",2019-08-02 12:00:00,27.1,2019-08-02,12,2019,8,2
"2030",2019-08-02 15:00:00,28.2,2019-08-02,15,2019,8,2
"2031",2019-08-02 18:00:00,25.8,2019-08-02,18,2019,8,2
"2032",2019-08-02 21:00:00,20.1,2019-08-02,21,2019,8,2
"2035",2019-08-03 00:00:00,17.7,2019-08-03,0,2019,8,3
"2036",2019-08-03 03:00:00,16.6,2019-08-03,3,2019,8,3
"2037",2019-08-03 06:00:00,17.4,2019-08-03,6,2019,8,3
"2038",2019-08-03 09:00:00,25.8,2019-08-03,9,2019,8,3
"2039",2019-08-03 12:00:00,28.9,2019-08-03,12,2019,8,3
"2040",2019-08-03 15:00:00,31.3,2019-08-03,15,2019,8,3
"2041",2019-08-03 18:00:00,30.1,2019-08-03,18,2019,8,3
"2042",2019-08-03 21:00:00,22.8,2019-08-03,21,2019,8,3
"2044",2019-08-04 00:00:00,19.6,2019-08-04,0,2019,8,4
"2045",2019-08-04 03:00:00,16.8,2019-08-04,3,2019,8,4
"2046",2019-08-04 06:00:00,17.8,2019-08-04,6,2019,8,4
"2047",2019-08-04 09:00:00,25.4,2019-08-04,9,2019,8,4
"2048",2019-08-04 12:00:00,29.2,2019-08-04,12,2019,8,4
"2049",2019-08-04 15:00:00,28.9,2019-08-04,15,2019,8,4
"2050",2019-08-04 18:00:00,24.6,2019-08-04,18,2019,8,4
"2051",2019-08-04 21:00:00,20,2019-08-04,21,2019,8,4
"2054",2019-08-05 00:00:00,18.9,2019-08-05,0,2019,8,5
"2055",2019-08-05 03:00:00,18,2019-08-05,3,2019,8,5
"2056",2019-08-05 06:00:00,18,2019-08-05,6,2019,8,5
"2057",2019-08-05 09:00:00,23.4,2019-08-05,9,2019,8,5
"2058",2019-08-05 12:00:00,26.7,2019-08-05,12,2019,8,5
"2059",2019-08-05 15:00:00,27.4,2019-08-05,15,2019,8,5
"2060",2019-08-05 18:00:00,26.1,2019-08-05,18,2019,8,5
"2061",2019-08-05 21:00:00,20.5,2019-08-05,21,2019,8,5
"2063",2019-08-06 00:00:00,18.4,2019-08-06,0,2019,8,6
"2064",2019-08-06 03:00:00,17,2019-08-06,3,2019,8,6
"2065",2019-08-06 06:00:00,18,2019-08-06,6,2019,8,6
"2066",2019-08-06 09:00:00,23.5,2019-08-06,9,2019,8,6
"2067",2019-08-06 12:00:00,26.1,2019-08-06,12,2019,8,6
"2068",2019-08-06 15:00:00,26.7,2019-08-06,15,2019,8,6
"2069",2019-08-06 18:00:00,24.2,2019-08-06,18,2019,8,6
"2070",2019-08-06 21:00:00,21.2,2019-08-06,21,2019,8,6
