"","dateheure","temperature","date","heure","annee","mois","jour"
"1170",2019-05-04 00:00:00,8.5,2019-05-04,0,2019,5,4
"1171",2019-05-04 03:00:00,7,2019-05-04,3,2019,5,4
"1172",2019-05-04 06:00:00,10,2019-05-04,6,2019,5,4
"1173",2019-05-04 09:00:00,12.6,2019-05-04,9,2019,5,4
"1174",2019-05-04 12:00:00,12,2019-05-04,12,2019,5,4
"1175",2019-05-04 15:00:00,14,2019-05-04,15,2019,5,4
"1176",2019-05-04 18:00:00,9.7,2019-05-04,18,2019,5,4
"1177",2019-05-04 21:00:00,6.5,2019-05-04,21,2019,5,4
"1180",2019-05-05 00:00:00,4.2,2019-05-05,0,2019,5,5
"1181",2019-05-05 03:00:00,2.1,2019-05-05,3,2019,5,5
"1182",2019-05-05 06:00:00,5,2019-05-05,6,2019,5,5
"1183",2019-05-05 09:00:00,10,2019-05-05,9,2019,5,5
"1184",2019-05-05 12:00:00,12.7,2019-05-05,12,2019,5,5
"1185",2019-05-05 15:00:00,14.3,2019-05-05,15,2019,5,5
"1186",2019-05-05 18:00:00,12.7,2019-05-05,18,2019,5,5
"1187",2019-05-05 21:00:00,8.2,2019-05-05,21,2019,5,5
"1189",2019-05-06 00:00:00,4.4,2019-05-06,0,2019,5,6
"1190",2019-05-06 03:00:00,4.8,2019-05-06,3,2019,5,6
"1191",2019-05-06 06:00:00,7.1,2019-05-06,6,2019,5,6
"1192",2019-05-06 09:00:00,13.3,2019-05-06,9,2019,5,6
"1193",2019-05-06 12:00:00,15.4,2019-05-06,12,2019,5,6
"1194",2019-05-06 15:00:00,17.3,2019-05-06,15,2019,5,6
"1195",2019-05-06 18:00:00,17.2,2019-05-06,18,2019,5,6
"1196",2019-05-06 21:00:00,10.7,2019-05-06,21,2019,5,6
"1199",2019-05-07 00:00:00,10.6,2019-05-07,0,2019,5,7
"1200",2019-05-07 03:00:00,9,2019-05-07,3,2019,5,7
"1201",2019-05-07 06:00:00,10.3,2019-05-07,6,2019,5,7
"1202",2019-05-07 09:00:00,16.3,2019-05-07,9,2019,5,7
"1203",2019-05-07 12:00:00,19.8,2019-05-07,12,2019,5,7
"1204",2019-05-07 15:00:00,23,2019-05-07,15,2019,5,7
"1205",2019-05-07 18:00:00,19.7,2019-05-07,18,2019,5,7
"1206",2019-05-07 21:00:00,13.5,2019-05-07,21,2019,5,7
"1208",2019-05-08 00:00:00,14.3,2019-05-08,0,2019,5,8
"1209",2019-05-08 03:00:00,13.6,2019-05-08,3,2019,5,8
"1210",2019-05-08 06:00:00,14.3,2019-05-08,6,2019,5,8
"1211",2019-05-08 09:00:00,12.5,2019-05-08,9,2019,5,8
"1212",2019-05-08 12:00:00,12.9,2019-05-08,12,2019,5,8
"1213",2019-05-08 15:00:00,15.3,2019-05-08,15,2019,5,8
"1214",2019-05-08 18:00:00,14.8,2019-05-08,18,2019,5,8
"1215",2019-05-08 21:00:00,13.3,2019-05-08,21,2019,5,8
"1218",2019-05-09 00:00:00,13.8,2019-05-09,0,2019,5,9
"1219",2019-05-09 03:00:00,13.5,2019-05-09,3,2019,5,9
"1220",2019-05-09 06:00:00,12.7,2019-05-09,6,2019,5,9
"1221",2019-05-09 09:00:00,13.5,2019-05-09,9,2019,5,9
"1222",2019-05-09 12:00:00,14.8,2019-05-09,12,2019,5,9
"1223",2019-05-09 15:00:00,15.4,2019-05-09,15,2019,5,9
"1224",2019-05-09 18:00:00,13,2019-05-09,18,2019,5,9
"1225",2019-05-09 21:00:00,11.8,2019-05-09,21,2019,5,9
"1227",2019-05-10 00:00:00,11.1,2019-05-10,0,2019,5,10
"1228",2019-05-10 03:00:00,10.8,2019-05-10,3,2019,5,10
"1229",2019-05-10 06:00:00,11.9,2019-05-10,6,2019,5,10
"1230",2019-05-10 09:00:00,17.2,2019-05-10,9,2019,5,10
"1231",2019-05-10 12:00:00,20.9,2019-05-10,12,2019,5,10
"1232",2019-05-10 15:00:00,18.1,2019-05-10,15,2019,5,10
"1233",2019-05-10 18:00:00,17.3,2019-05-10,18,2019,5,10
"1234",2019-05-10 21:00:00,15.4,2019-05-10,21,2019,5,10
"1237",2019-05-11 00:00:00,13.5,2019-05-11,0,2019,5,11
"1238",2019-05-11 03:00:00,12.1,2019-05-11,3,2019,5,11
"1239",2019-05-11 06:00:00,12.8,2019-05-11,6,2019,5,11
"1240",2019-05-11 09:00:00,15.7,2019-05-11,9,2019,5,11
"1241",2019-05-11 12:00:00,16.4,2019-05-11,12,2019,5,11
"1242",2019-05-11 15:00:00,15.6,2019-05-11,15,2019,5,11
"1243",2019-05-11 18:00:00,15.6,2019-05-11,18,2019,5,11
"1244",2019-05-11 21:00:00,11.1,2019-05-11,21,2019,5,11
"1246",2019-05-12 00:00:00,9.5,2019-05-12,0,2019,5,12
"1247",2019-05-12 03:00:00,8.3,2019-05-12,3,2019,5,12
"1248",2019-05-12 06:00:00,10.3,2019-05-12,6,2019,5,12
"1249",2019-05-12 09:00:00,14.8,2019-05-12,9,2019,5,12
"1250",2019-05-12 12:00:00,17.5,2019-05-12,12,2019,5,12
"1251",2019-05-12 15:00:00,19,2019-05-12,15,2019,5,12
"1252",2019-05-12 18:00:00,18.1,2019-05-12,18,2019,5,12
"1253",2019-05-12 21:00:00,14.4,2019-05-12,21,2019,5,12
"1256",2019-05-13 00:00:00,11.9,2019-05-13,0,2019,5,13
"1257",2019-05-13 03:00:00,9,2019-05-13,3,2019,5,13
"1258",2019-05-13 06:00:00,9.5,2019-05-13,6,2019,5,13
"1259",2019-05-13 09:00:00,15,2019-05-13,9,2019,5,13
"1260",2019-05-13 12:00:00,18.2,2019-05-13,12,2019,5,13
"1261",2019-05-13 15:00:00,20.7,2019-05-13,15,2019,5,13
"1262",2019-05-13 18:00:00,19.5,2019-05-13,18,2019,5,13
"1263",2019-05-13 21:00:00,15.8,2019-05-13,21,2019,5,13
"1265",2019-05-14 00:00:00,13.3,2019-05-14,0,2019,5,14
"1266",2019-05-14 03:00:00,10.7,2019-05-14,3,2019,5,14
"1267",2019-05-14 06:00:00,11.3,2019-05-14,6,2019,5,14
"1268",2019-05-14 09:00:00,16.1,2019-05-14,9,2019,5,14
"1269",2019-05-14 12:00:00,21.5,2019-05-14,12,2019,5,14
"1270",2019-05-14 15:00:00,23.8,2019-05-14,15,2019,5,14
"1271",2019-05-14 18:00:00,22.4,2019-05-14,18,2019,5,14
"1272",2019-05-14 21:00:00,17.3,2019-05-14,21,2019,5,14
"1275",2019-05-15 00:00:00,13.9,2019-05-15,0,2019,5,15
"1276",2019-05-15 03:00:00,10.7,2019-05-15,3,2019,5,15
"1277",2019-05-15 06:00:00,11.5,2019-05-15,6,2019,5,15
"1278",2019-05-15 09:00:00,17.1,2019-05-15,9,2019,5,15
"1279",2019-05-15 12:00:00,20.5,2019-05-15,12,2019,5,15
"1280",2019-05-15 15:00:00,22.5,2019-05-15,15,2019,5,15
"1281",2019-05-15 18:00:00,20.8,2019-05-15,18,2019,5,15
"1282",2019-05-15 21:00:00,16.4,2019-05-15,21,2019,5,15
"1284",2019-05-16 00:00:00,12.6,2019-05-16,0,2019,5,16
"1285",2019-05-16 03:00:00,11.8,2019-05-16,3,2019,5,16
"1286",2019-05-16 06:00:00,11.8,2019-05-16,6,2019,5,16
"1287",2019-05-16 09:00:00,16.7,2019-05-16,9,2019,5,16
"1288",2019-05-16 12:00:00,19.2,2019-05-16,12,2019,5,16
"1289",2019-05-16 15:00:00,21.6,2019-05-16,15,2019,5,16
"1290",2019-05-16 18:00:00,20.2,2019-05-16,18,2019,5,16
"1291",2019-05-16 21:00:00,17.9,2019-05-16,21,2019,5,16
"1294",2019-05-17 00:00:00,14.6,2019-05-17,0,2019,5,17
"1295",2019-05-17 03:00:00,13.4,2019-05-17,3,2019,5,17
"1296",2019-05-17 06:00:00,12.8,2019-05-17,6,2019,5,17
"1297",2019-05-17 09:00:00,14.4,2019-05-17,9,2019,5,17
"1298",2019-05-17 12:00:00,15.6,2019-05-17,12,2019,5,17
"1299",2019-05-17 15:00:00,15.8,2019-05-17,15,2019,5,17
"1300",2019-05-17 18:00:00,15.4,2019-05-17,18,2019,5,17
"1301",2019-05-17 21:00:00,13.3,2019-05-17,21,2019,5,17
"1303",2019-05-18 00:00:00,12.2,2019-05-18,0,2019,5,18
"1304",2019-05-18 03:00:00,10.7,2019-05-18,3,2019,5,18
"1305",2019-05-18 06:00:00,10.6,2019-05-18,6,2019,5,18
"1306",2019-05-18 09:00:00,12.1,2019-05-18,9,2019,5,18
"1307",2019-05-18 12:00:00,14.4,2019-05-18,12,2019,5,18
"1308",2019-05-18 15:00:00,13.8,2019-05-18,15,2019,5,18
"1309",2019-05-18 18:00:00,13.9,2019-05-18,18,2019,5,18
"1310",2019-05-18 21:00:00,11.2,2019-05-18,21,2019,5,18
"1313",2019-05-19 00:00:00,10.1,2019-05-19,0,2019,5,19
"1314",2019-05-19 03:00:00,9.5,2019-05-19,3,2019,5,19
"1315",2019-05-19 06:00:00,10.3,2019-05-19,6,2019,5,19
"1316",2019-05-19 09:00:00,13.2,2019-05-19,9,2019,5,19
"1317",2019-05-19 12:00:00,12.9,2019-05-19,12,2019,5,19
"1318",2019-05-19 15:00:00,14.8,2019-05-19,15,2019,5,19
"1319",2019-05-19 18:00:00,15.4,2019-05-19,18,2019,5,19
"1320",2019-05-19 21:00:00,11.7,2019-05-19,21,2019,5,19
"1322",2019-05-20 00:00:00,11.1,2019-05-20,0,2019,5,20
"1323",2019-05-20 03:00:00,10.1,2019-05-20,3,2019,5,20
"1324",2019-05-20 06:00:00,11.3,2019-05-20,6,2019,5,20
"1325",2019-05-20 09:00:00,15.3,2019-05-20,9,2019,5,20
"1326",2019-05-20 12:00:00,14.8,2019-05-20,12,2019,5,20
"1327",2019-05-20 15:00:00,16.9,2019-05-20,15,2019,5,20
"1328",2019-05-20 18:00:00,17.2,2019-05-20,18,2019,5,20
"1329",2019-05-20 21:00:00,11.9,2019-05-20,21,2019,5,20
"1332",2019-05-21 00:00:00,9.6,2019-05-21,0,2019,5,21
"1333",2019-05-21 03:00:00,8,2019-05-21,3,2019,5,21
"1334",2019-05-21 06:00:00,10,2019-05-21,6,2019,5,21
"1335",2019-05-21 09:00:00,14.1,2019-05-21,9,2019,5,21
"1336",2019-05-21 12:00:00,18.8,2019-05-21,12,2019,5,21
"1337",2019-05-21 15:00:00,21,2019-05-21,15,2019,5,21
"1338",2019-05-21 18:00:00,17.9,2019-05-21,18,2019,5,21
"1339",2019-05-21 21:00:00,14.5,2019-05-21,21,2019,5,21
"1341",2019-05-22 00:00:00,11.9,2019-05-22,0,2019,5,22
"1342",2019-05-22 03:00:00,10,2019-05-22,3,2019,5,22
"1343",2019-05-22 06:00:00,12.7,2019-05-22,6,2019,5,22
"1344",2019-05-22 09:00:00,20.8,2019-05-22,9,2019,5,22
"1345",2019-05-22 12:00:00,22.7,2019-05-22,12,2019,5,22
"1346",2019-05-22 15:00:00,24.4,2019-05-22,15,2019,5,22
"1347",2019-05-22 18:00:00,23.4,2019-05-22,18,2019,5,22
"1348",2019-05-22 21:00:00,18,2019-05-22,21,2019,5,22
"1351",2019-05-23 00:00:00,13.4,2019-05-23,0,2019,5,23
"1352",2019-05-23 03:00:00,11.8,2019-05-23,3,2019,5,23
"1353",2019-05-23 06:00:00,15.4,2019-05-23,6,2019,5,23
"1354",2019-05-23 09:00:00,23.2,2019-05-23,9,2019,5,23
"1355",2019-05-23 12:00:00,25.2,2019-05-23,12,2019,5,23
"1356",2019-05-23 15:00:00,23.9,2019-05-23,15,2019,5,23
"1357",2019-05-23 18:00:00,19,2019-05-23,18,2019,5,23
"1358",2019-05-23 21:00:00,16.6,2019-05-23,21,2019,5,23
"1360",2019-05-24 00:00:00,15.1,2019-05-24,0,2019,5,24
"1361",2019-05-24 03:00:00,14.8,2019-05-24,3,2019,5,24
"1362",2019-05-24 06:00:00,14.6,2019-05-24,6,2019,5,24
"1363",2019-05-24 09:00:00,17.4,2019-05-24,9,2019,5,24
"1364",2019-05-24 12:00:00,20.5,2019-05-24,12,2019,5,24
"1365",2019-05-24 15:00:00,22,2019-05-24,15,2019,5,24
"1366",2019-05-24 18:00:00,18.3,2019-05-24,18,2019,5,24
"1367",2019-05-24 21:00:00,14.5,2019-05-24,21,2019,5,24
"1370",2019-05-25 00:00:00,13.9,2019-05-25,0,2019,5,25
"1371",2019-05-25 03:00:00,12.8,2019-05-25,3,2019,5,25
"1372",2019-05-25 06:00:00,14.3,2019-05-25,6,2019,5,25
"1373",2019-05-25 09:00:00,17.4,2019-05-25,9,2019,5,25
"1374",2019-05-25 12:00:00,19.3,2019-05-25,12,2019,5,25
"1375",2019-05-25 15:00:00,19.4,2019-05-25,15,2019,5,25
"1376",2019-05-25 18:00:00,17.3,2019-05-25,18,2019,5,25
"1377",2019-05-25 21:00:00,13.9,2019-05-25,21,2019,5,25
"1379",2019-05-26 00:00:00,12.2,2019-05-26,0,2019,5,26
"1380",2019-05-26 03:00:00,11.6,2019-05-26,3,2019,5,26
"1381",2019-05-26 06:00:00,12.6,2019-05-26,6,2019,5,26
"1382",2019-05-26 09:00:00,18,2019-05-26,9,2019,5,26
"1383",2019-05-26 12:00:00,20.1,2019-05-26,12,2019,5,26
"1384",2019-05-26 15:00:00,21.9,2019-05-26,15,2019,5,26
"1385",2019-05-26 18:00:00,17.4,2019-05-26,18,2019,5,26
"1386",2019-05-26 21:00:00,15.1,2019-05-26,21,2019,5,26
"1389",2019-05-27 00:00:00,13.4,2019-05-27,0,2019,5,27
"1390",2019-05-27 03:00:00,12.8,2019-05-27,3,2019,5,27
"1391",2019-05-27 06:00:00,13.5,2019-05-27,6,2019,5,27
"1392",2019-05-27 09:00:00,16.2,2019-05-27,9,2019,5,27
"1393",2019-05-27 12:00:00,16.2,2019-05-27,12,2019,5,27
"1394",2019-05-27 15:00:00,16.9,2019-05-27,15,2019,5,27
"1395",2019-05-27 18:00:00,16.2,2019-05-27,18,2019,5,27
"1396",2019-05-27 21:00:00,12.9,2019-05-27,21,2019,5,27
"1398",2019-05-28 00:00:00,11.7,2019-05-28,0,2019,5,28
"1399",2019-05-28 03:00:00,11,2019-05-28,3,2019,5,28
"1400",2019-05-28 06:00:00,13.1,2019-05-28,6,2019,5,28
"1401",2019-05-28 09:00:00,13.9,2019-05-28,9,2019,5,28
"1402",2019-05-28 12:00:00,16.8,2019-05-28,12,2019,5,28
"1403",2019-05-28 15:00:00,17.3,2019-05-28,15,2019,5,28
"1404",2019-05-28 18:00:00,16.2,2019-05-28,18,2019,5,28
"1405",2019-05-28 21:00:00,12,2019-05-28,21,2019,5,28
"1408",2019-05-29 00:00:00,10,2019-05-29,0,2019,5,29
"1409",2019-05-29 03:00:00,9.4,2019-05-29,3,2019,5,29
"1410",2019-05-29 06:00:00,10.9,2019-05-29,6,2019,5,29
"1411",2019-05-29 09:00:00,16.6,2019-05-29,9,2019,5,29
"1412",2019-05-29 12:00:00,19.5,2019-05-29,12,2019,5,29
"1413",2019-05-29 15:00:00,19.6,2019-05-29,15,2019,5,29
"1414",2019-05-29 18:00:00,17.1,2019-05-29,18,2019,5,29
"1415",2019-05-29 21:00:00,15.3,2019-05-29,21,2019,5,29
"1417",2019-05-30 00:00:00,13.3,2019-05-30,0,2019,5,30
"1418",2019-05-30 03:00:00,11,2019-05-30,3,2019,5,30
"1419",2019-05-30 06:00:00,13.7,2019-05-30,6,2019,5,30
"1420",2019-05-30 09:00:00,18.9,2019-05-30,9,2019,5,30
"1421",2019-05-30 12:00:00,22,2019-05-30,12,2019,5,30
"1422",2019-05-30 15:00:00,23.6,2019-05-30,15,2019,5,30
"1423",2019-05-30 18:00:00,22.6,2019-05-30,18,2019,5,30
"1424",2019-05-30 21:00:00,17.8,2019-05-30,21,2019,5,30
"1427",2019-05-31 00:00:00,15.5,2019-05-31,0,2019,5,31
"1428",2019-05-31 03:00:00,13.1,2019-05-31,3,2019,5,31
"1429",2019-05-31 06:00:00,16,2019-05-31,6,2019,5,31
"1430",2019-05-31 09:00:00,22.3,2019-05-31,9,2019,5,31
"1431",2019-05-31 12:00:00,25,2019-05-31,12,2019,5,31
"1432",2019-05-31 15:00:00,27.9,2019-05-31,15,2019,5,31
"1433",2019-05-31 18:00:00,27.4,2019-05-31,18,2019,5,31
"1434",2019-05-31 21:00:00,21.5,2019-05-31,21,2019,5,31
"1436",2019-06-01 00:00:00,16.1,2019-06-01,0,2019,6,1
"1437",2019-06-01 03:00:00,14.1,2019-06-01,3,2019,6,1
"1438",2019-06-01 06:00:00,18.6,2019-06-01,6,2019,6,1
"1439",2019-06-01 09:00:00,26.2,2019-06-01,9,2019,6,1
"1440",2019-06-01 12:00:00,29.6,2019-06-01,12,2019,6,1
"1441",2019-06-01 15:00:00,31.6,2019-06-01,15,2019,6,1
"1442",2019-06-01 18:00:00,30.6,2019-06-01,18,2019,6,1
"1443",2019-06-01 21:00:00,23.3,2019-06-01,21,2019,6,1
"1446",2019-06-02 00:00:00,18.4,2019-06-02,0,2019,6,2
"1447",2019-06-02 03:00:00,17.3,2019-06-02,3,2019,6,2
"1448",2019-06-02 06:00:00,19.3,2019-06-02,6,2019,6,2
"1449",2019-06-02 09:00:00,25.5,2019-06-02,9,2019,6,2
"1450",2019-06-02 12:00:00,30.2,2019-06-02,12,2019,6,2
"1451",2019-06-02 15:00:00,29.7,2019-06-02,15,2019,6,2
"1452",2019-06-02 18:00:00,25.4,2019-06-02,18,2019,6,2
"1453",2019-06-02 21:00:00,18.8,2019-06-02,21,2019,6,2
"1455",2019-06-03 00:00:00,16.9,2019-06-03,0,2019,6,3
"1456",2019-06-03 03:00:00,16.7,2019-06-03,3,2019,6,3
"1457",2019-06-03 06:00:00,17.1,2019-06-03,6,2019,6,3
"1458",2019-06-03 09:00:00,19,2019-06-03,9,2019,6,3
"1459",2019-06-03 12:00:00,23.6,2019-06-03,12,2019,6,3
"1460",2019-06-03 15:00:00,25.8,2019-06-03,15,2019,6,3
"1461",2019-06-03 18:00:00,25.3,2019-06-03,18,2019,6,3
"1462",2019-06-03 21:00:00,20.1,2019-06-03,21,2019,6,3
"1465",2019-06-04 00:00:00,17.6,2019-06-04,0,2019,6,4
"1466",2019-06-04 03:00:00,16.3,2019-06-04,3,2019,6,4
"1467",2019-06-04 06:00:00,17.9,2019-06-04,6,2019,6,4
"1468",2019-06-04 09:00:00,23,2019-06-04,9,2019,6,4
"1469",2019-06-04 12:00:00,23.6,2019-06-04,12,2019,6,4
"1470",2019-06-04 15:00:00,22.3,2019-06-04,15,2019,6,4
"1471",2019-06-04 18:00:00,19.2,2019-06-04,18,2019,6,4
"1472",2019-06-04 21:00:00,15.4,2019-06-04,21,2019,6,4
"1474",2019-06-05 00:00:00,14.8,2019-06-05,0,2019,6,5
"1475",2019-06-05 03:00:00,14.6,2019-06-05,3,2019,6,5
"1476",2019-06-05 06:00:00,12.7,2019-06-05,6,2019,6,5
"1477",2019-06-05 09:00:00,12,2019-06-05,9,2019,6,5
"1478",2019-06-05 12:00:00,13.3,2019-06-05,12,2019,6,5
"1479",2019-06-05 15:00:00,15.2,2019-06-05,15,2019,6,5
"1480",2019-06-05 18:00:00,14.3,2019-06-05,18,2019,6,5
"1481",2019-06-05 21:00:00,12.3,2019-06-05,21,2019,6,5
"1484",2019-06-06 00:00:00,10.8,2019-06-06,0,2019,6,6
"1485",2019-06-06 03:00:00,9.8,2019-06-06,3,2019,6,6
"1486",2019-06-06 06:00:00,10.8,2019-06-06,6,2019,6,6
"1487",2019-06-06 09:00:00,16.5,2019-06-06,9,2019,6,6
"1488",2019-06-06 12:00:00,19,2019-06-06,12,2019,6,6
"1489",2019-06-06 15:00:00,21,2019-06-06,15,2019,6,6
"1490",2019-06-06 18:00:00,20,2019-06-06,18,2019,6,6
"1491",2019-06-06 21:00:00,19.3,2019-06-06,21,2019,6,6
"1493",2019-06-07 00:00:00,18.5,2019-06-07,0,2019,6,7
"1494",2019-06-07 03:00:00,13,2019-06-07,3,2019,6,7
"1495",2019-06-07 06:00:00,12.6,2019-06-07,6,2019,6,7
"1496",2019-06-07 09:00:00,16.3,2019-06-07,9,2019,6,7
"1497",2019-06-07 12:00:00,17.3,2019-06-07,12,2019,6,7
"1498",2019-06-07 15:00:00,17.6,2019-06-07,15,2019,6,7
"1499",2019-06-07 18:00:00,16.4,2019-06-07,18,2019,6,7
"1500",2019-06-07 21:00:00,12.7,2019-06-07,21,2019,6,7
"1503",2019-06-08 00:00:00,10.3,2019-06-08,0,2019,6,8
"1504",2019-06-08 03:00:00,9.6,2019-06-08,3,2019,6,8
"1505",2019-06-08 06:00:00,11.8,2019-06-08,6,2019,6,8
"1506",2019-06-08 09:00:00,17.2,2019-06-08,9,2019,6,8
"1507",2019-06-08 12:00:00,20.1,2019-06-08,12,2019,6,8
"1508",2019-06-08 15:00:00,21.2,2019-06-08,15,2019,6,8
"1509",2019-06-08 18:00:00,20.6,2019-06-08,18,2019,6,8
"1510",2019-06-08 21:00:00,16.1,2019-06-08,21,2019,6,8
"1512",2019-06-09 00:00:00,15.5,2019-06-09,0,2019,6,9
"1513",2019-06-09 03:00:00,14.3,2019-06-09,3,2019,6,9
"1514",2019-06-09 06:00:00,13.6,2019-06-09,6,2019,6,9
"1515",2019-06-09 09:00:00,17.4,2019-06-09,9,2019,6,9
"1516",2019-06-09 12:00:00,23.1,2019-06-09,12,2019,6,9
"1517",2019-06-09 15:00:00,24.1,2019-06-09,15,2019,6,9
"1518",2019-06-09 18:00:00,19.2,2019-06-09,18,2019,6,9
"1519",2019-06-09 21:00:00,14.5,2019-06-09,21,2019,6,9
"1522",2019-06-10 00:00:00,13.1,2019-06-10,0,2019,6,10
"1523",2019-06-10 03:00:00,11.5,2019-06-10,3,2019,6,10
"1524",2019-06-10 06:00:00,12,2019-06-10,6,2019,6,10
"1525",2019-06-10 09:00:00,16.4,2019-06-10,9,2019,6,10
"1526",2019-06-10 12:00:00,18.4,2019-06-10,12,2019,6,10
"1527",2019-06-10 15:00:00,16.4,2019-06-10,15,2019,6,10
"1528",2019-06-10 18:00:00,15.3,2019-06-10,18,2019,6,10
"1529",2019-06-10 21:00:00,13.6,2019-06-10,21,2019,6,10
"1531",2019-06-11 00:00:00,11.8,2019-06-11,0,2019,6,11
"1532",2019-06-11 03:00:00,11,2019-06-11,3,2019,6,11
"1533",2019-06-11 06:00:00,11.3,2019-06-11,6,2019,6,11
"1534",2019-06-11 09:00:00,12.2,2019-06-11,9,2019,6,11
"1535",2019-06-11 12:00:00,15.9,2019-06-11,12,2019,6,11
"1536",2019-06-11 15:00:00,16.2,2019-06-11,15,2019,6,11
"1537",2019-06-11 18:00:00,13,2019-06-11,18,2019,6,11
"1538",2019-06-11 21:00:00,12.1,2019-06-11,21,2019,6,11
"1541",2019-06-12 00:00:00,11.5,2019-06-12,0,2019,6,12
"1542",2019-06-12 03:00:00,11.4,2019-06-12,3,2019,6,12
"1543",2019-06-12 06:00:00,12.1,2019-06-12,6,2019,6,12
"1544",2019-06-12 09:00:00,13.8,2019-06-12,9,2019,6,12
"1545",2019-06-12 12:00:00,17,2019-06-12,12,2019,6,12
"1546",2019-06-12 15:00:00,17.2,2019-06-12,15,2019,6,12
"1547",2019-06-12 18:00:00,16.8,2019-06-12,18,2019,6,12
"1548",2019-06-12 21:00:00,12.7,2019-06-12,21,2019,6,12
"1550",2019-06-13 00:00:00,10.9,2019-06-13,0,2019,6,13
"1551",2019-06-13 03:00:00,11.4,2019-06-13,3,2019,6,13
"1552",2019-06-13 06:00:00,12.5,2019-06-13,6,2019,6,13
"1553",2019-06-13 09:00:00,17.1,2019-06-13,9,2019,6,13
"1554",2019-06-13 12:00:00,21.3,2019-06-13,12,2019,6,13
"1555",2019-06-13 15:00:00,23.6,2019-06-13,15,2019,6,13
"1556",2019-06-13 18:00:00,22.1,2019-06-13,18,2019,6,13
"1557",2019-06-13 21:00:00,15,2019-06-13,21,2019,6,13
"1560",2019-06-14 00:00:00,13,2019-06-14,0,2019,6,14
"1561",2019-06-14 03:00:00,12.5,2019-06-14,3,2019,6,14
"1562",2019-06-14 06:00:00,13.5,2019-06-14,6,2019,6,14
"1563",2019-06-14 09:00:00,18,2019-06-14,9,2019,6,14
"1564",2019-06-14 12:00:00,19.3,2019-06-14,12,2019,6,14
"1565",2019-06-14 15:00:00,20.5,2019-06-14,15,2019,6,14
"1566",2019-06-14 18:00:00,18.2,2019-06-14,18,2019,6,14
"1567",2019-06-14 21:00:00,15.9,2019-06-14,21,2019,6,14
"1569",2019-06-15 00:00:00,15,2019-06-15,0,2019,6,15
"1570",2019-06-15 03:00:00,14.4,2019-06-15,3,2019,6,15
"1571",2019-06-15 06:00:00,14.4,2019-06-15,6,2019,6,15
"1572",2019-06-15 09:00:00,18.8,2019-06-15,9,2019,6,15
"1573",2019-06-15 12:00:00,20.5,2019-06-15,12,2019,6,15
"1574",2019-06-15 15:00:00,20.3,2019-06-15,15,2019,6,15
"1575",2019-06-15 18:00:00,19.5,2019-06-15,18,2019,6,15
"1576",2019-06-15 21:00:00,15.1,2019-06-15,21,2019,6,15
"1579",2019-06-16 00:00:00,12.2,2019-06-16,0,2019,6,16
"1580",2019-06-16 03:00:00,10.3,2019-06-16,3,2019,6,16
"1581",2019-06-16 06:00:00,13.5,2019-06-16,6,2019,6,16
"1582",2019-06-16 09:00:00,19.3,2019-06-16,9,2019,6,16
"1583",2019-06-16 12:00:00,22.2,2019-06-16,12,2019,6,16
"1584",2019-06-16 15:00:00,23.5,2019-06-16,15,2019,6,16
"1585",2019-06-16 18:00:00,23.7,2019-06-16,18,2019,6,16
"1586",2019-06-16 21:00:00,19.9,2019-06-16,21,2019,6,16
"1588",2019-06-17 00:00:00,15.7,2019-06-17,0,2019,6,17
"1589",2019-06-17 03:00:00,14.2,2019-06-17,3,2019,6,17
"1590",2019-06-17 06:00:00,16.9,2019-06-17,6,2019,6,17
"1591",2019-06-17 09:00:00,23.9,2019-06-17,9,2019,6,17
"1592",2019-06-17 12:00:00,27.7,2019-06-17,12,2019,6,17
"1593",2019-06-17 15:00:00,29.5,2019-06-17,15,2019,6,17
"1594",2019-06-17 18:00:00,28.6,2019-06-17,18,2019,6,17
"1595",2019-06-17 21:00:00,24.3,2019-06-17,21,2019,6,17
"1598",2019-06-18 00:00:00,22.4,2019-06-18,0,2019,6,18
"1599",2019-06-18 03:00:00,20,2019-06-18,3,2019,6,18
"1600",2019-06-18 06:00:00,18.7,2019-06-18,6,2019,6,18
"1601",2019-06-18 09:00:00,23.6,2019-06-18,9,2019,6,18
"1602",2019-06-18 12:00:00,29.9,2019-06-18,12,2019,6,18
"1603",2019-06-18 15:00:00,33.1,2019-06-18,15,2019,6,18
"1604",2019-06-18 18:00:00,32.3,2019-06-18,18,2019,6,18
"1605",2019-06-18 21:00:00,25,2019-06-18,21,2019,6,18
"1607",2019-06-19 00:00:00,17.7,2019-06-19,0,2019,6,19
"1608",2019-06-19 03:00:00,16.6,2019-06-19,3,2019,6,19
"1609",2019-06-19 06:00:00,17,2019-06-19,6,2019,6,19
"1610",2019-06-19 09:00:00,21.3,2019-06-19,9,2019,6,19
"1611",2019-06-19 12:00:00,23.3,2019-06-19,12,2019,6,19
"1612",2019-06-19 15:00:00,23.7,2019-06-19,15,2019,6,19
"1613",2019-06-19 18:00:00,21.3,2019-06-19,18,2019,6,19
"1614",2019-06-19 21:00:00,17.7,2019-06-19,21,2019,6,19
"1617",2019-06-20 00:00:00,16.5,2019-06-20,0,2019,6,20
"1618",2019-06-20 03:00:00,16,2019-06-20,3,2019,6,20
"1619",2019-06-20 06:00:00,16.6,2019-06-20,6,2019,6,20
"1620",2019-06-20 09:00:00,19.7,2019-06-20,9,2019,6,20
